City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,sungaipenuh,-2.08,101.38,65.7,93,100,2.64,ID,1599585835
384,otavi,-19.65,17.33,73.02,19,0,10.58,NA,1599586118
385,sapernoye,60.72,29.95,55.99,80,100,4.99,RU,1599585836
386,kalachinsk,55.05,74.58,45.41,93,66,7.27,RU,1599585836
387,quatre cocos,-20.21,57.76,73.4,83,20,11.41,MU,1599585836
388,codrington,-38.27,141.97,45.45,83,10,3.2,AU,1599586119
389,kununurra,-15.77,128.73,68.0,23,0,3.36,AU,1599586067
390,changji,44.02,87.32,64.4,48,0,4.47,CN,1599585836
391,banganapalle,15.32,78.23,84.99,66,33,5.97,IN,1599585837
392,luorong,24.41,109.61,77.47,84,63,1.07,CN,1599585837
393,hambantota,6.12,81.12,81.1,79,100,16.82,LK,1599585837
394,afsin,38.25,36.91,72.14,28,0,9.69,TR,1599585837
395,nouadhibou,20.93,-17.03,87.8,74,20,12.75,MR,1599585838
396,vostochnyy,55.82,37.87,53.6,93,75,8.95,RU,1599585838
397,reims,49.17,4.08,77.0,47,40,3.36,FR,1599585838
398,springbok,-29.66,17.89,66.87,41,0,3.91,ZA,1599585838
399,winnemucca,40.97,-117.74,57.2,28,1,17.22,US,1599585839
400,innisfail,-17.53,146.03,68.29,89,48,7.7,AU,1599585839
401,najran,17.49,44.13,89.6,29,20,9.17,SA,1599586120
402,sampit,-2.53,112.95,75.36,94,91,1.88,ID,1599585839
403,urazovo,50.08,38.04,57.24,77,52,6.76,RU,1599585839
404,myitkyina,25.38,97.4,77.25,92,100,0.56,MM,1599585840
405,wanning,18.8,110.4,81.82,87,100,6.58,CN,1599585840
406,te anau,-45.42,167.72,47.3,79,84,9.84,NZ,1599585840
407,lohardaga,23.43,84.68,77.0,94,75,2.42,IN,1599585840
408,aklavik,68.22,-135.01,42.8,93,90,3.36,CA,1599586121
409,port macquarie,-31.43,152.92,51.8,93,40,2.24,AU,1599586122
410,teguise,29.06,-13.56,86.0,58,0,20.8,ES,1599585841
411,kantang,7.41,99.52,79.07,83,81,1.19,TH,1599585841
412,komsomolskiy,40.43,71.72,66.2,48,0,4.7,UZ,1599586122
413,ilulissat,69.22,-51.1,35.6,80,40,5.82,GL,1599586122
414,micoud,13.82,-60.9,87.8,70,40,11.41,LC,1599585841
415,kabare,-2.47,28.82,68.13,59,63,4.45,CD,1599586123
416,beringovskiy,63.05,179.32,42.6,65,1,4.29,RU,1599586123
417,hay river,60.82,-115.8,55.4,71,75,9.17,CA,1599585314
418,zhovti vody,48.35,33.5,62.6,48,20,8.95,UA,1599585842
419,pemangkat,1.17,108.97,77.94,85,92,3.62,ID,1599585842
420,korfez,40.78,29.73,75.99,78,40,4.7,TR,1599585842
421,rodez,44.5,2.58,77.0,36,28,5.82,FR,1599585843
422,lavrentiya,65.58,-171.0,36.63,79,100,5.35,RU,1599586124
423,chelbasskaya,45.98,39.37,75.42,47,15,5.39,RU,1599585843
424,sao filipe,14.9,-24.5,80.62,81,100,17.83,CV,1599586124
425,camana,-16.62,-72.71,65.86,62,97,10.83,PE,1599585843
426,zhigansk,66.77,123.37,41.29,79,0,8.37,RU,1599585844
427,tessalit,20.2,1.01,101.25,15,95,8.93,ML,1599586124
428,odweyne,9.41,45.06,79.54,44,67,18.97,SO,1599585844
429,kamenka,51.32,42.77,60.01,84,100,1.99,RU,1599585844
430,singleton,-32.57,151.18,55.0,68,96,3.71,AU,1599585845
431,morehead,37.27,-87.18,87.8,58,1,6.93,US,1599585647
432,tutoia,-2.76,-42.27,86.61,56,11,16.51,BR,1599586146
433,tevriz,57.51,72.4,43.52,90,12,3.67,RU,1599586146
434,itaituba,-4.28,-55.98,96.8,47,20,4.7,BR,1599585845
435,wapi pathum,15.85,103.38,81.88,75,100,6.76,TH,1599585845
436,monticello,45.31,-93.79,50.0,70,40,7.02,US,1599585845
437,rengo,-34.42,-70.87,51.8,81,90,8.05,CL,1599585846
438,yebaishou,41.4,119.64,59.38,73,53,4.85,CN,1599585846
439,vanavara,60.34,102.28,48.2,92,100,10.04,RU,1599586147
440,luis correia,-2.88,-41.67,88.66,51,29,14.56,BR,1599585847
441,keuruu,62.27,24.7,53.6,93,75,2.24,FI,1599585847
442,baykit,61.67,96.37,46.42,87,100,2.17,RU,1599585847
443,parabel,58.7,81.48,44.01,95,89,7.09,RU,1599585847
444,shizunai,42.33,142.37,73.09,89,41,4.56,JP,1599585847
445,minas,-34.38,-55.24,66.99,52,20,17.22,UY,1599585848
446,aguimes,27.91,-15.45,91.99,55,46,26.4,ES,1599585848
447,klaksvik,62.23,-6.59,51.8,93,58,14.99,FO,1599586148
448,pointe-noire,-4.78,11.86,77.0,83,40,10.29,CG,1599585848
449,kiunga,-6.12,141.29,73.81,96,78,3.42,PG,1599586150
450,novo aripuana,-5.12,-60.38,103.26,21,30,4.99,BR,1599585849
451,takaka,-40.85,172.8,42.01,97,0,4.0,NZ,1599585849
452,orange cove,36.62,-119.31,86.0,48,1,3.36,US,1599585849
453,gizo,-8.1,156.84,81.0,80,59,8.52,SB,1599585849
454,torbay,47.67,-52.73,69.01,60,40,23.04,CA,1599586150
455,verkhnevilyuysk,63.45,120.32,40.93,91,0,2.46,RU,1599586151
456,moche,-8.17,-79.01,65.25,74,55,11.41,PE,1599585850
457,tabas,33.6,56.92,87.8,11,0,4.7,IR,1599585850
458,dalby,-27.18,151.27,51.01,93,0,8.48,AU,1599585850
459,barcelona,41.39,2.16,75.99,53,20,12.75,ES,1599585694
460,ampanihy,-24.7,44.75,68.94,72,26,15.17,MG,1599585851
461,kabinda,-6.13,24.48,83.52,29,52,1.1,CD,1599585851
462,kalmunai,7.42,81.82,82.33,72,100,3.04,LK,1599586152
463,mezen,65.85,44.24,52.56,87,100,4.59,RU,1599585851
464,ogaminana,7.59,6.22,80.87,81,73,1.68,NG,1599585851
465,bahia de caraquez,-0.6,-80.42,77.0,78,40,10.29,EC,1599585852
466,manokwari,-0.87,134.08,78.93,76,31,4.38,ID,1599586152
467,svetlogorsk,52.63,29.73,57.11,69,96,8.1,BY,1599586152
468,vostok,46.49,135.88,60.01,85,73,7.05,RU,1599585852
469,iqaluit,63.75,-68.51,50.0,46,75,11.41,CA,1599585903
470,cabo san lucas,22.89,-109.91,87.8,88,5,5.82,MX,1599586117
471,gamba,-2.65,10.0,76.33,79,71,9.51,GA,1599585853
472,yangambi,0.81,24.43,77.0,80,32,2.37,CD,1599585853
473,mecca,21.43,39.83,89.6,53,0,3.53,SA,1599585775
474,harwich,51.94,1.28,72.0,78,67,3.0,GB,1599585853
475,tual,-5.67,132.75,79.84,86,16,22.17,ID,1599585853
476,bjornevatn,69.67,29.98,55.4,58,54,18.34,NO,1599585854
477,jimma,7.67,36.83,62.17,89,87,1.32,ET,1599585854
478,winona,43.97,-91.77,48.99,93,90,6.93,US,1599585610
479,san cristobal,7.77,-72.22,86.0,62,40,4.7,VE,1599586154
480,nioro,13.35,-15.75,85.89,72,49,6.38,GM,1599585854
481,garissa,-0.45,39.64,81.1,43,45,21.94,KE,1599585855
482,nishihara,26.18,127.76,82.4,88,75,5.82,JP,1599585855
483,port blair,11.67,92.75,82.89,76,100,4.12,IN,1599586155
484,chazuta,-6.57,-76.14,86.0,62,75,3.36,PE,1599585855
485,sinjar,36.32,41.88,90.21,12,0,12.77,IQ,1599585856
486,claremore,36.31,-95.62,88.0,42,40,11.41,US,1599585856
487,timizart,36.8,4.27,70.18,81,94,5.68,DZ,1599585856
488,alencon,48.43,0.08,78.8,44,94,3.36,FR,1599585856
489,redmond,47.67,-122.12,72.0,32,3,4.43,US,1599585758
490,batemans bay,-35.72,150.18,57.99,96,100,11.72,AU,1599586041
491,jobabo,20.97,-76.3,87.8,62,75,5.82,CU,1599585857
492,balikpapan,-1.27,116.83,77.27,89,40,4.16,ID,1599586156
493,the pas,53.83,-101.25,46.4,58,40,8.05,CA,1599586156
494,korcula,42.96,17.14,84.2,42,1,16.11,HR,1599585857
495,posadas,-27.37,-55.9,75.2,64,86,6.93,AR,1599585736
496,san andres,12.58,-81.7,89.6,70,40,5.82,CO,1599585606
497,yegorlykskaya,46.57,40.66,74.71,33,47,5.55,RU,1599585857
498,birin,26.89,88.07,64.45,100,96,1.68,NP,1599585858
499,jiwani,25.05,61.74,84.36,78,0,7.67,PK,1599585858
500,seymchan,62.88,152.43,34.52,89,3,7.4,RU,1599585858
501,amga,60.9,131.96,39.56,83,23,2.26,RU,1599585858
502,ekhabi,53.51,142.97,49.84,91,100,5.46,RU,1599585859
503,riyadh,24.69,46.72,95.0,20,0,3.36,SA,1599585634
504,scarborough,54.28,-0.4,70.0,83,37,4.0,GB,1599585859
505,ulety,51.36,112.48,53.04,78,0,2.06,RU,1599585859
506,alice springs,-23.7,133.88,62.6,27,0,4.7,AU,1599585954
507,senneterre,48.38,-77.23,51.8,66,75,4.7,CA,1599585860
508,praia da vitoria,38.73,-27.07,75.2,83,40,12.17,PT,1599586158
509,romny,50.75,33.47,58.17,63,40,7.31,UA,1599585860
510,salym,60.06,71.48,44.49,83,88,2.39,RU,1599585860
511,foumban,5.73,10.9,67.15,97,91,2.82,CM,1599585860
512,homnabad,17.77,77.13,77.23,83,100,5.21,IN,1599585861
513,pachino,36.72,15.09,80.01,80,6,10.85,IT,1599585861
514,quebo,11.33,-14.93,82.17,79,78,7.83,GW,1599585861
515,castrillon,43.4,-6.79,73.99,64,57,13.87,ES,1599585861
516,fort-shevchenko,44.51,50.26,73.65,46,0,5.08,KZ,1599585862
517,kaeo,-35.1,173.78,50.0,3,13,3.0,NZ,1599586159
518,yulara,-25.24,130.99,73.4,33,0,10.29,AU,1599585862
519,darnah,32.77,22.64,78.57,71,0,17.13,LY,1599585970
520,skjervoy,70.03,20.97,51.8,76,20,14.99,NO,1599585862
521,podor,16.65,-14.96,96.8,47,40,2.24,MR,1599585862
522,tucurui,-3.77,-49.67,101.66,23,46,4.94,BR,1599585863
523,konya,38.17,32.5,84.2,20,0,6.93,TR,1599585863
524,bumba,2.18,22.47,75.78,86,82,2.15,CD,1599585863
525,bidor,4.11,101.29,77.0,100,40,3.36,MY,1599585863
526,rivadavia,-33.19,-68.46,66.2,37,2,9.17,AR,1599585864
527,nikel,69.41,30.22,55.4,58,39,18.34,RU,1599585864
528,diu,20.71,70.98,80.55,85,85,11.56,IN,1599585864
529,sidney,-33.87,151.21,62.6,77,100,6.93,AU,1599585864
530,ayan,56.45,138.17,54.09,65,35,8.99,RU,1599585865
531,juegang,32.32,121.19,71.38,88,0,8.52,CN,1599585865
532,maltahohe,-24.83,16.98,76.73,18,0,11.92,NA,1599585670
533,samarai,-10.62,150.67,77.65,83,82,17.65,PG,1599585865
534,shieli,44.17,66.75,66.0,27,7,8.52,KZ,1599585866
535,bucak,37.46,30.59,87.8,22,0,6.93,TR,1599585866
536,namatanai,-3.67,152.43,79.14,83,24,6.53,PG,1599586162
537,motygino,58.18,94.76,43.95,94,75,1.39,RU,1599585866
538,sur,22.57,59.53,88.34,53,0,8.63,OM,1599586162
539,nantucket,41.28,-70.1,71.6,83,75,5.82,US,1599585866
540,neepawa,50.23,-99.47,48.2,45,40,9.17,CA,1599585867
541,nome,64.5,-165.41,45.0,93,90,6.93,US,1599586163
542,shihezi,44.3,86.03,65.43,32,0,5.26,CN,1599585867
543,amguri,26.8,94.53,77.74,92,87,2.8,IN,1599585867
544,garango,11.8,-0.55,81.46,76,94,7.65,BF,1599585868
545,ancud,-41.87,-73.82,54.0,66,37,4.0,CL,1599586163
546,hovd,48.01,91.64,55.08,37,38,7.05,MN,1599586163
547,sechura,-5.56,-80.82,76.35,52,37,9.33,PE,1599585868
548,syzran,53.16,48.47,65.5,35,93,8.95,RU,1599585868
549,soroti,1.71,33.61,69.44,81,42,4.5,UG,1599585606
550,dunda,-8.12,34.25,72.19,34,22,10.18,TZ,1599585869
551,jackson,42.42,-122.83,75.99,17,75,13.87,US,1599585660
552,raisinghnagar,29.54,73.45,94.3,30,0,1.05,IN,1599585869
553,mitsamiouli,-11.38,43.28,77.0,78,20,14.99,KM,1599585869
554,sucre,-19.03,-65.26,62.6,59,91,4.7,BO,1599585869
555,north bend,43.41,-124.22,77.0,16,1,10.29,US,1599586164
556,viseu,40.66,-7.91,88.0,30,74,3.0,PT,1599585870
557,rawson,-43.3,-65.1,65.98,30,99,30.11,AR,1599585893
558,venice,27.1,-82.45,88.0,66,90,9.17,US,1599585870
559,alugan,12.22,125.48,82.67,77,100,4.14,PH,1599585870
560,bathsheba,13.22,-59.52,87.8,66,20,9.17,BB,1599585870
561,codajas,-3.84,-62.06,102.9,24,52,4.92,BR,1599585871
562,lafiagi,8.87,5.42,82.35,80,75,3.67,NG,1599585871
563,maputo,-25.97,32.59,71.01,73,3,9.17,MZ,1599585998
564,lensk,60.73,114.93,51.64,75,78,9.04,RU,1599585871
565,isangel,-19.55,169.27,68.38,86,100,11.27,VU,1599585872
566,carbonia,39.17,8.52,84.2,65,20,9.17,IT,1599585872
567,shar,49.59,81.05,46.87,63,0,4.0,KZ,1599585872
568,saint-paul,-21.01,55.27,73.4,73,75,17.22,RE,1599585872
569,tevaitoa,-16.78,-151.5,78.39,76,3,14.05,PF,1599585873
570,iranshahr,27.2,60.68,95.0,9,0,9.17,IR,1599585873
571,ormara,25.21,64.64,82.4,84,0,11.16,PK,1599585873
572,cunen,15.34,-91.03,70.0,62,63,3.67,GT,1599585873
573,ararangua,-28.93,-49.49,64.87,88,99,6.73,BR,1599585874
574,kapuskasing,49.42,-82.43,50.0,61,75,5.82,CA,1599585874
